population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life expectancy,Global,Female,95+ years,Years,2020,3.4885528370690837,3.5675437405993655,3.402381198523477
All Population,Life expectancy,Global,Both,95+ years,Years,2020,3.4099816422441194,3.4755363224383884,3.3418794286521174
All Population,Life expectancy,Global,Male,95+ years,Years,2023,3.49036684252512,3.699946226212498,3.2738332867657856
All Population,Life expectancy,Global,Female,95+ years,Years,2023,3.6764069852483967,3.871842441962794,3.4825001805766225
All Population,Life expectancy,Global,Both,95+ years,Years,2023,3.619409163202858,3.765500857383959,3.465407333750115
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1950,35.23049513344659,35.53791551298597,34.914039496957265
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1950,41.48438110478468,41.7532624571023,41.21071416234579
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1950,37.92528302702798,38.163585340737264,37.69775655422015
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1955,37.15705146187639,37.36801255292589,36.930416771731345
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1955,42.71108120208233,42.916024689393986,42.506701830278544
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1955,39.58236512812955,39.72887146708977,39.429048813074814
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1960,37.68396402550663,37.88953423436236,37.480268970370695
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1960,42.989401127966595,43.17625069214099,42.792209477524196
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1960,40.03253401607486,40.17845050997466,39.885615100516716
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1965,38.138045410737895,38.38724135145107,37.86020753282211
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1965,43.21835309213754,43.41024048708082,43.00778484595209
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1965,40.41937070214075,40.59597998745293,40.217099958628296
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1970,38.71516841430999,38.94455973474491,38.45532446728239
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1970,43.53722842371,43.74396607484603,43.31496962403884
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1970,40.9133315763045,41.07507142454404,40.718165244362545
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1975,39.30825483149009,39.51802755823811,39.08509575745005
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1975,43.880713890546076,44.060436281530905,43.68321244932622
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1975,41.42102677644094,41.561926819177756,41.27531917197819
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1980,39.73029764328695,39.99661679528292,39.33711031950877
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1980,44.19029473653743,44.41834878619342,43.96316159067796
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1980,41.814031838121785,42.00159838846929,41.526298122587995
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1985,39.757413292411194,40.07157182107206,39.17611526056151
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1985,44.14168945422542,44.392766837302254,43.828488606793314
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1985,41.82825860693972,42.063432920544095,41.38504487530427
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1990,39.72655050185604,39.93482722099996,39.51410203655413
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1990,43.96563458108394,44.19669521214714,43.73183951270417
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1990,41.74702229830928,41.9062758554505,41.584871804588126
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,1995,39.45500999878887,39.68069455950478,39.223083668232135
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,1995,43.104897176440204,43.3542908677149,42.83828531792365
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,1995,41.204096810516205,41.3922657194204,41.019705883950614
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,2000,39.85278906916759,40.077192471091955,39.60512396625258
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,2000,43.12286112139076,43.348443895008856,42.88764850401278
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,2000,41.430143265323515,41.60138373149646,41.254465280997536
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,2005,41.49003551500626,41.69321747819103,41.28549263034388
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,2005,44.517015267773765,44.73725891561378,44.30877224900821
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,2005,42.964702010368725,43.11284575078674,42.8086513792152
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,2010,42.95413705369034,43.15221506816316,42.76172753320899
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,2010,46.13075908225525,46.34050465614316,45.93206031862051
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,2010,44.50892592435012,44.65124077587493,44.36592704707041
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,2015,43.7745018450041,43.982908436456334,43.5672239682494
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,2015,47.14669482562834,47.337227799970194,46.94218315239642
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,2015,45.42630227737673,45.567079668251026,45.28403996024687
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,2020,43.14466743285771,43.359573302863396,42.937878466218834
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,2020,46.91172108607418,47.140064230538144,46.69443385563553
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,2020,44.95534802024898,45.11316900350333,44.8074007448513
All Population,Life expectancy,World Bank Low Income,Male,25-29 years,Years,2023,44.86201550566023,45.19661782550885,44.51370263620837
All Population,Life expectancy,World Bank Low Income,Female,25-29 years,Years,2023,47.5443763356575,47.862340601107164,47.23030219060511
All Population,Life expectancy,World Bank Low Income,Both,25-29 years,Years,2023,46.1905105920079,46.42273285269559,45.9606699549294
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1950,32.15197202319983,32.435970530640226,31.85898800480703
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1950,37.90426259754531,38.16501905878753,37.635566823443504
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1950,34.60832357103858,34.824201081133936,34.40006640483786
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1955,33.53244985215154,33.73187939015689,33.324985348543294
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1955,38.92923165520003,39.12415492607937,38.73608013640073
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1955,35.87742505601856,36.027018745469704,35.73338074350239
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1960,34.013794138336486,34.220970971151516,33.81698691810809
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1960,39.17740440940885,39.35927467609349,38.99566054501615
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1960,36.28780194202213,36.430688342757705,36.14916210212818
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1965,34.4264815335657,34.647490032313705,34.199716013069626
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1965,39.366516102943386,39.553797340651094,39.1739712083745
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1965,36.63453338520631,36.79792629448532,36.46259640234602
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1970,34.97236305700762,35.18272486142279,34.74631188411164
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1970,39.654957732539664,39.85102396362674,39.43780863526145
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1970,37.09677803160332,37.253233197030596,36.92548182918895
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1975,35.49841965103288,35.698411097148366,35.28477639349654
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1975,39.967511491431644,40.14922712580309,39.781818053661745
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1975,37.556587966656544,37.68769129235738,37.41793339768143
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1980,35.95214425923084,36.18443234735085,35.66495128571094
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1980,40.28230252428577,40.49111954081126,40.07000944567547
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1980,37.96897164827873,38.131459223568,37.7457151269138
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1985,36.024490668216224,36.31143797565874,35.52339377535522
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1985,40.284051214181765,40.52415311232748,40.003710969576666
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1985,38.029998658772236,38.247852083640836,37.637802517641546
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1990,36.00413176001845,36.2117821379966,35.793778050879
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1990,40.20896627286343,40.419410607407706,39.98221103366199
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1990,38.004818281865944,38.153506138439596,37.85472176209512
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,1995,35.622275689331246,35.84087686042998,35.38784281570307
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,1995,39.465714380553926,39.706124164723825,39.21562757987328
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,1995,37.465140410320636,37.63819819358462,37.28169519160579
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,2000,35.91851552302224,36.1352608469433,35.67865889194261
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,2000,39.443930449009436,39.66829659203651,39.20814828845737
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,2000,37.61998761756744,37.785045070612284,37.453216642283465
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,2005,37.40479766418395,37.605531391926064,37.19620943503434
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,2005,40.63996392017763,40.85178506653129,40.432523207962795
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,2005,38.98125770564563,39.125255876411025,38.82961869002999
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,2010,38.75754133938794,38.95567784680048,38.561045493716
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,2010,41.998461375045515,42.20313089150284,41.80710065202644
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,2010,40.343813809711506,40.48866184159367,40.20454322352521
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,2015,39.56101546444812,39.76434733661013,39.35960552384871
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,2015,42.902058943907676,43.09114723027142,42.70158031204271
All Population,Life expectancy,World Bank Low Income,Both,30-34 years,Years,2015,41.19711850218123,41.33992675364516,41.05943936000693
All Population,Life expectancy,World Bank Low Income,Male,30-34 years,Years,2020,38.88055442666253,39.09564733966176,38.673168643984084
All Population,Life expectancy,World Bank Low Income,Female,30-34 years,Years,2020,42.60969000180196,42.83406773496064,42.37996954898462
